aaa_00012	aaa_00012	100.00	63	0	0	1	63	1	63	2e-42	 126
aaa_00014	ccc_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
aaa_00014	bbb_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
aaa_00014	aaa_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
1_6	ccc_00015	100.00	45	0	0	1	45	1	45	1e-27	87.4
1_6	2_7	100.00	45	0	0	1	45	1	45	1e-27	87.4
1_6	1_6	100.00	45	0	0	1	45	1	45	1e-27	87.4
aaa_00016	3_5	100.00	229	0	0	1	229	1	229	5e-174	 474
aaa_00016	bbb_00016	100.00	229	0	0	1	229	1	229	5e-174	 474
aaa_00016	aaa_00016	100.00	229	0	0	1	229	1	229	5e-174	 474
2_1	3_1	100.00	320	0	0	1	320	1	320	0.0	 656
2_1	2_1	100.00	320	0	0	1	320	1	320	0.0	 656
2_1	1_1	100.00	320	0	0	1	320	1	320	0.0	 656
bbb_00002	ccc_00002	100.00	49	0	0	1	49	1	49	9e-30	93.2
bbb_00002	bbb_00002	100.00	49	0	0	1	49	1	49	9e-30	93.2
bbb_00002	aaa_00002	100.00	49	0	0	1	49	1	49	9e-30	93.2
bbb_00003	ccc_00003	100.00	66	0	0	1	66	1	66	5e-45	 133
bbb_00003	bbb_00003	100.00	66	0	0	1	66	1	66	5e-45	 133
bbb_00003	aaa_00003	100.00	66	0	0	1	66	1	66	5e-45	 133
bbb_00004	ccc_00004	100.00	239	0	0	1	239	1	239	2e-178	 486
bbb_00004	bbb_00004	100.00	239	0	0	1	239	1	239	2e-178	 486
bbb_00004	aaa_00004	100.00	239	0	0	1	239	1	239	2e-178	 486
2_2	3_2	100.00	242	0	0	1	242	1	242	1e-179	 489
2_2	2_2	100.00	242	0	0	1	242	1	242	1e-179	 489
2_2	1_2	100.00	242	0	0	1	242	1	242	1e-179	 489
bbb_00006	ccc_00006	100.00	242	0	0	1	242	1	242	2e-180	 491
bbb_00006	bbb_00006	100.00	242	0	0	1	242	1	242	2e-180	 491
bbb_00006	aaa_00006	100.00	242	0	0	1	242	1	242	2e-180	 491
2_3	3_3	100.00	334	0	0	1	334	1	334	0.0	 696
2_3	2_3	100.00	334	0	0	1	334	1	334	0.0	 696
2_3	1_3	100.00	334	0	0	1	334	1	334	0.0	 696
bbb_00008	ccc_00008	100.00	312	0	0	1	312	1	312	0.0	 629
bbb_00008	bbb_00008	100.00	312	0	0	1	312	1	312	0.0	 629
bbb_00008	aaa_00008	100.00	312	0	0	1	312	1	312	0.0	 629
bbb_01705	ccc_01705	100.00	519	0	0	1	519	1	519	0.0	1041
bbb_01705	bbb_01705	100.00	519	0	0	1	519	1	519	0.0	1041
bbb_01705	aaa_01705	100.00	519	0	0	1	519	1	519	0.0	1041
bbb_00010	ccc_00010	100.00	76	0	0	1	76	1	76	2e-53	 155
bbb_00010	bbb_00010	100.00	76	0	0	1	76	1	76	2e-53	 155
bbb_00010	aaa_00010	100.00	76	0	0	1	76	1	76	2e-53	 155
bbb_00011	ccc_00011	100.00	316	0	0	1	316	1	316	0.0	 621
bbb_00011	bbb_00011	100.00	316	0	0	1	316	1	316	0.0	 621
bbb_00011	aaa_00011	100.00	316	0	0	1	316	1	316	0.0	 621
bbb_00012	ccc_00012	100.00	63	0	0	1	63	1	63	2e-42	 126
bbb_00012	bbb_00012	100.00	63	0	0	1	63	1	63	2e-42	 126
bbb_00012	aaa_00012	100.00	63	0	0	1	63	1	63	2e-42	 126
bbb_00014	ccc_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
bbb_00014	bbb_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
bbb_00014	aaa_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
2_7	ccc_00015	100.00	45	0	0	1	45	1	45	1e-27	87.4
2_7	2_7	100.00	45	0	0	1	45	1	45	1e-27	87.4
2_7	1_6	100.00	45	0	0	1	45	1	45	1e-27	87.4
bbb_00016	3_5	100.00	229	0	0	1	229	1	229	5e-174	 474
bbb_00016	bbb_00016	100.00	229	0	0	1	229	1	229	5e-174	 474
bbb_00016	aaa_00016	100.00	229	0	0	1	229	1	229	5e-174	 474
3_1	3_1	100.00	320	0	0	1	320	1	320	0.0	 656
3_1	2_1	100.00	320	0	0	1	320	1	320	0.0	 656
3_1	1_1	100.00	320	0	0	1	320	1	320	0.0	 656
ccc_00002	ccc_00002	100.00	49	0	0	1	49	1	49	9e-30	93.2
ccc_00002	bbb_00002	100.00	49	0	0	1	49	1	49	9e-30	93.2
ccc_00002	aaa_00002	100.00	49	0	0	1	49	1	49	9e-30	93.2
ccc_00003	ccc_00003	100.00	66	0	0	1	66	1	66	5e-45	 133
ccc_00003	bbb_00003	100.00	66	0	0	1	66	1	66	5e-45	 133
ccc_00003	aaa_00003	100.00	66	0	0	1	66	1	66	5e-45	 133
ccc_00004	ccc_00004	100.00	239	0	0	1	239	1	239	2e-178	 486
ccc_00004	bbb_00004	100.00	239	0	0	1	239	1	239	2e-178	 486
ccc_00004	aaa_00004	100.00	239	0	0	1	239	1	239	2e-178	 486
3_2	3_2	100.00	242	0	0	1	242	1	242	1e-179	 489
3_2	2_2	100.00	242	0	0	1	242	1	242	1e-179	 489
3_2	1_2	100.00	242	0	0	1	242	1	242	1e-179	 489
ccc_00006	ccc_00006	100.00	242	0	0	1	242	1	242	2e-180	 491
ccc_00006	bbb_00006	100.00	242	0	0	1	242	1	242	2e-180	 491
ccc_00006	aaa_00006	100.00	242	0	0	1	242	1	242	2e-180	 491
3_3	3_3	100.00	334	0	0	1	334	1	334	0.0	 696
3_3	2_3	100.00	334	0	0	1	334	1	334	0.0	 696
3_3	1_3	100.00	334	0	0	1	334	1	334	0.0	 696
ccc_00008	ccc_00008	100.00	312	0	0	1	312	1	312	0.0	 629
ccc_00008	bbb_00008	100.00	312	0	0	1	312	1	312	0.0	 629
ccc_00008	aaa_00008	100.00	312	0	0	1	312	1	312	0.0	 629
ccc_01705	ccc_01705	100.00	519	0	0	1	519	1	519	0.0	1041
ccc_01705	bbb_01705	100.00	519	0	0	1	519	1	519	0.0	1041
ccc_01705	aaa_01705	100.00	519	0	0	1	519	1	519	0.0	1041
ccc_00010	ccc_00010	100.00	76	0	0	1	76	1	76	2e-53	 155
ccc_00010	bbb_00010	100.00	76	0	0	1	76	1	76	2e-53	 155
ccc_00010	aaa_00010	100.00	76	0	0	1	76	1	76	2e-53	 155
ccc_00011	ccc_00011	100.00	316	0	0	1	316	1	316	0.0	 621
ccc_00011	bbb_00011	100.00	316	0	0	1	316	1	316	0.0	 621
ccc_00011	aaa_00011	100.00	316	0	0	1	316	1	316	0.0	 621
ccc_00012	ccc_00012	100.00	63	0	0	1	63	1	63	2e-42	 126
ccc_00012	bbb_00012	100.00	63	0	0	1	63	1	63	2e-42	 126
ccc_00012	aaa_00012	100.00	63	0	0	1	63	1	63	2e-42	 126
ccc_00014	ccc_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
ccc_00014	bbb_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
ccc_00014	aaa_00014	100.00	45	0	0	1	45	1	45	7e-27	85.5
ccc_00015	ccc_00015	100.00	45	0	0	1	45	1	45	1e-27	87.4
ccc_00015	2_7	100.00	45	0	0	1	45	1	45	1e-27	87.4
ccc_00015	1_6	100.00	45	0	0	1	45	1	45	1e-27	87.4
3_5	3_5	100.00	229	0	0	1	229	1	229	5e-174	 474
3_5	bbb_00016	100.00	229	0	0	1	229	1	229	5e-174	 474
3_5	aaa_00016	100.00	229	0	0	1	229	1	229	5e-174	 474
